SoilTestID,FarmID,TestDate,PH,Nitrogen,Phosphorus,Potassium,Moisture
1838,1838,2023/04/22 00:00:00,7;2,23;09,19;05,24;34,12;2
1839,1839,2023/07/20 00:00:00,7;4,16;17,10;30,10;48,12;6
1840,1840,2024/09/07 00:00:00,6;4,28;17,9;78,17;67,18;1
1841,1841,2024/09/16 00:00:00,6;0,27;27,17;73,17;70,13;5
1842,1842,2023/06/08 00:00:00,6;6,16;74,19;57,23;58,10;8
1843,1843,2023/04/26 00:00:00,6;5,22;00,10;95,15;73,24;4
1844,1844,2023/02/12 00:00:00,6;8,10;66,18;65,25;64,22;6
1845,1845,2024/03/10 00:00:00,7;4,17;54,11;86,15;71,15;3
1846,1846,2023/06/15 00:00:00,7;1,11;24,12;32,26;67,23;4
1847,1847,2023/03/27 00:00:00,6;7,17;51,18;19,28;85,11;8
1848,1848,2023/08/26 00:00:00,6;9,18;50,16;13,14;03,17;2
1849,1849,2024/06/18 00:00:00,5;7,22;67,15;78,23;53,10;4
1850,1850,2023/08/10 00:00:00,5;7,27;00,12;06,27;90,22;3
1851,1851,2023/07/17 00:00:00,7;2,28;83,7;96,19;30,10;2
1852,1852,2023/03/15 00:00:00,7;0,20;18,13;57,28;59,16;1
1853,1853,2023/01/03 00:00:00,6;7,26;92,16;05,15;13,15;0
1854,1854,2024/12/15 00:00:00,7;1,20;45,17;29,15;37,24;1
1855,1855,2024/02/11 00:00:00,7;3,12;96,10;59,20;84,17;7
1856,1856,2024/08/22 00:00:00,6;3,13;34,18;53,20;42,17;0
1857,1857,2024/12/23 00:00:00,7;1,17;34,9;26,29;54,18;7
1858,1858,2023/04/09 00:00:00,5;5,23;01,15;17,19;85,17;2
1859,1859,2024/08/02 00:00:00,6;3,13;46,5;57,15;16,23;5
1860,1860,2024/08/17 00:00:00,5;9,28;75,17;63,13;27,19;4
1861,1861,2023/01/04 00:00:00,6;6,29;42,12;22,21;41,16;3
1862,1862,2023/10/17 00:00:00,7;3,11;41,13;09,27;27,14;6
1863,1863,2023/04/13 00:00:00,6;6,26;68,7;08,15;87,19;3
1864,1864,2024/12/08 00:00:00,7;1,23;17,16;37,22;83,16;5
1865,1865,2023/09/16 00:00:00,6;6,21;03,18;81,20;14,17;0
1866,1866,2023/08/07 00:00:00,6;2,18;45,10;60,26;64,24;7
1867,1867,2024/04/03 00:00:00,6;7,17;56,14;17,25;82,14;2
1868,1868,2024/07/24 00:00:00,5;6,14;32,16;91,25;30,15;9
1869,1869,2023/03/22 00:00:00,6;3,29;10,9;39,25;13,13;2
1870,1870,2024/12/14 00:00:00,5;9,28;10,19;11,13;99,14;8
1871,1871,2023/04/02 00:00:00,6;2,23;49,5;38,11;13,17;3
1872,1872,2024/04/22 00:00:00,5;6,10;84,12;23,15;06,13;7
1873,1873,2024/11/05 00:00:00,6;0,21;78,11;56,10;54,16;5
1874,1874,2024/11/22 00:00:00,6;3,12;05,14;02,17;49,22;7
1875,1875,2023/07/25 00:00:00,7;4,24;89,11;36,24;33,12;3
1876,1876,2023/04/14 00:00:00,6;8,20;17,15;65,13;44,15;0
1877,1877,2024/04/09 00:00:00,5;6,25;31,19;36,24;61,20;2
1878,1878,2023/08/22 00:00:00,7;1,14;47,15;10,17;73,14;3
1879,1879,2024/12/20 00:00:00,6;5,21;42,9;81,20;11,16;8
1880,1880,2023/01/04 00:00:00,6;1,28;57,10;66,28;51,22;8
1881,1881,2024/06/18 00:00:00,7;2,15;82,9;68,11;61,15;2
1882,1882,2024/03/19 00:00:00,5;8,22;90,18;67,28;59,16;8
1883,1883,2024/03/20 00:00:00,6;6,29;40,15;33,25;23,16;3
1884,1884,2024/11/26 00:00:00,7;0,26;79,11;55,24;97,23;2
1885,1885,2024/12/03 00:00:00,7;0,10;64,13;13,29;86,19;3
1886,1886,2024/05/18 00:00:00,6;2,22;90,10;65,26;21,13;2
1887,1887,2023/09/11 00:00:00,6;9,23;16,10;33,27;62,10;1
1888,1888,2024/03/03 00:00:00,6;4,17;50,10;05,20;18,15;9
1889,1889,2023/10/12 00:00:00,6;9,26;06,7;63,18;38,15;5
1890,1890,2023/02/20 00:00:00,6;7,10;68,11;37,25;52,15;6
1891,1891,2023/09/18 00:00:00,5;8,11;02,5;68,14;43,15;0
1892,1892,2023/02/02 00:00:00,7;1,19;02,13;35,14;88,17;8
1893,1893,2024/04/23 00:00:00,7;2,28;74,6;40,18;24,23;8
1894,1894,2023/01/13 00:00:00,6;6,22;87,9;55,29;49,14;3
1895,1895,2023/09/11 00:00:00,6;8,23;71,10;05,16;82,16;6
1896,1896,2024/02/19 00:00:00,6;9,12;60,14;10,28;31,20;1
1897,1897,2024/03/19 00:00:00,7;0,21;47,18;90,18;78,24;3
1898,1898,2023/09/25 00:00:00,5;6,21;49,14;96,23;81,21;2
1899,1899,2023/10/10 00:00:00,7;0,13;31,13;87,26;72,18;2
1900,1900,2024/05/08 00:00:00,7;2,18;47,15;64,25;74,19;6
1901,1901,2023/10/19 00:00:00,6;4,22;16,8;05,24;20,17;8
1902,1902,2023/06/10 00:00:00,7;4,18;24,9;63,27;32,23;7
1903,1903,2023/12/16 00:00:00,6;2,14;78,7;70,20;20,14;0
1904,1904,2023/02/23 00:00:00,5;8,23;05,14;11,20;55,19;0
1905,1905,2024/04/26 00:00:00,7;1,29;26,8;57,12;72,23;8
1906,1906,2023/11/13 00:00:00,7;0,14;97,18;27,12;69,19;2
1907,1907,2024/05/12 00:00:00,6;5,12;64,11;28,18;04,23;9
1908,1908,2023/06/03 00:00:00,6;4,17;10,13;20,27;30,20;0
1909,1909,2024/09/01 00:00:00,5;8,17;61,6;30,28;95,12;7
1910,1910,2024/08/09 00:00:00,6;3,24;41,16;76,10;33,17;1
1911,1911,2023/03/17 00:00:00,6;1,13;81,5;45,19;38,17;9
1912,1912,2024/01/14 00:00:00,6;6,12;80,15;15,21;34,17;6
1913,1913,2024/10/22 00:00:00,6;5,27;62,5;10,14;66,16;9
1914,1914,2023/03/20 00:00:00,6;5,12;06,5;21,14;06,17;5
1915,1915,2023/08/13 00:00:00,5;7,28;56,13;65,19;56,23;2
1916,1916,2023/06/07 00:00:00,6;3,21;85,11;30,10;74,11;7
1917,1917,2023/10/11 00:00:00,7;4,29;43,12;65,21;79,10;1
1918,1918,2023/02/24 00:00:00,7;4,16;45,19;89,18;52,23;0
1919,1919,2024/12/03 00:00:00,6;5,14;65,11;70,21;53,16;1
1920,1920,2023/12/07 00:00:00,6;3,25;20,17;87,27;32,25;0
1921,1921,2023/08/11 00:00:00,6;1,22;24,9;11,20;59,23;6
1922,1922,2023/06/04 00:00:00,7;0,24;12,12;92,21;21,14;2
1923,1923,2023/05/16 00:00:00,6;7,16;23,12;87,27;62,19;6
1924,1924,2023/12/17 00:00:00,5;6,15;51,7;75,14;95,12;2
1925,1925,2023/11/21 00:00:00,7;0,22;08,7;02,15;12,17;9
1926,1926,2023/03/13 00:00:00,7;1,16;56,17;14,24;06,21;8
1927,1927,2023/12/10 00:00:00,6;3,15;68,9;00,23;71,20;2
1928,1928,2024/09/02 00:00:00,6;7,23;15,12;32,22;68,22;8
1929,1929,2023/12/13 00:00:00,7;2,25;61,17;47,23;52,23;7
1930,1930,2023/01/04 00:00:00,5;7,11;01,6;29,16;28,16;4
1931,1931,2023/10/19 00:00:00,6;1,26;54,18;00,27;20,10;4
1932,1932,2023/01/01 00:00:00,7;2,11;55,14;56,27;40,24;6
1933,1933,2024/08/17 00:00:00,6;2,16;73,18;06,10;09,18;1
1934,1934,2023/06/07 00:00:00,6;0,12;63,13;60,22;56,19;4
1935,1935,2023/08/09 00:00:00,7;2,26;32,9;69,10;55,14;8
1936,1936,2023/06/18 00:00:00,6;9,26;31,17;27,26;75,17;3
1937,1937,2023/02/15 00:00:00,6;4,19;59,19;40,11;78,16;3
1938,1938,2024/02/02 00:00:00,6;3,22;16,14;32,27;94,19;2
1939,1939,2023/05/12 00:00:00,6;4,16;16,5;65,13;20,13;8
1940,1940,2024/04/07 00:00:00,7;3,14;54,9;40,24;45,16;9
1941,1941,2024/10/02 00:00:00,7;4,10;51,7;96,12;95,17;1
1942,1942,2024/11/27 00:00:00,6;9,15;40,14;63,24;30,17;4
1943,1943,2024/01/08 00:00:00,6;4,17;86,10;87,13;55,12;0
1944,1944,2024/04/23 00:00:00,5;9,24;42,7;95,13;84,18;0
1945,1945,2023/08/22 00:00:00,7;2,21;17,18;88,21;79,13;7
1946,1946,2023/12/25 00:00:00,6;3,10;87,12;17,29;65,24;3
1947,1947,2024/09/10 00:00:00,5;9,10;45,9;45,11;34,13;2
1948,1948,2024/12/27 00:00:00,7;0,17;19,19;27,25;03,15;2
1949,1949,2024/06/08 00:00:00,6;9,27;23,18;19,28;70,19;3
1950,1950,2023/01/05 00:00:00,6;4,19;76,16;69,11;77,17;8
1951,1951,2023/11/17 00:00:00,7;4,27;02,19;92,20;22,11;7
1952,1952,2024/07/07 00:00:00,6;8,29;05,17;89,27;68,14;4
1953,1953,2023/07/19 00:00:00,6;7,14;15,9;44,11;77,20;3
1954,1954,2024/09/21 00:00:00,7;5,12;23,14;41,24;51,22;2
1955,1955,2024/06/12 00:00:00,6;4,16;48,16;65,19;90,20;8
1956,1956,2024/02/05 00:00:00,6;1,22;78,9;62,23;40,18;7
1957,1957,2023/11/07 00:00:00,7;4,11;98,12;66,16;27,10;3
1958,1958,2024/12/05 00:00:00,5;8,14;74,12;72,10;06,23;3
1959,1959,2024/06/22 00:00:00,6;5,18;84,11;19,29;33,16;4
1960,1960,2023/12/17 00:00:00,5;6,12;52,16;92,11;00,17;6
1961,1961,2023/03/24 00:00:00,5;9,17;80,16;92,24;32,15;0
1962,1962,2023/05/19 00:00:00,6;3,22;26,10;50,19;72,16;6
1963,1963,2023/04/13 00:00:00,5;9,20;47,7;54,12;78,20;9
1964,1964,2024/10/24 00:00:00,5;8,27;78,8;93,27;83,10;1
1965,1965,2024/08/03 00:00:00,5;6,23;23,16;79,19;98,10;7
1966,1966,2024/06/10 00:00:00,5;6,24;81,13;71,26;25,20;4
1967,1967,2023/03/25 00:00:00,7;2,16;87,17;55,29;60,23;3
1968,1968,2023/02/08 00:00:00,6;7,28;52,13;61,18;85,23;1
1969,1969,2024/09/14 00:00:00,7;4,15;83,11;39,25;58,15;5
1970,1970,2024/05/14 00:00:00,5;6,26;13,6;45,29;79,15;2
1971,1971,2024/03/19 00:00:00,6;9,17;26,5;70,23;22,10;8
1972,1972,2024/03/01 00:00:00,6;6,19;93,18;81,12;43,12;0
1973,1973,2023/06/15 00:00:00,5;6,11;67,17;89,18;08,10;7
1974,1974,2023/07/02 00:00:00,7;4,16;64,18;64,11;55,24;1
1975,1975,2023/12/16 00:00:00,7;0,28;06,16;02,20;27,16;9
1976,1976,2023/06/08 00:00:00,5;7,18;07,8;62,27;40,22;9
1977,1977,2023/05/02 00:00:00,6;1,21;27,18;76,15;27,12;1
1978,1978,2024/08/09 00:00:00,7;2,29;70,15;82,24;40,21;6
1979,1979,2023/01/11 00:00:00,6;6,16;85,10;53,14;65,14;1
1980,1980,2024/01/02 00:00:00,6;8,21;74,9;56,22;84,12;4
1981,1981,2024/03/18 00:00:00,7;4,26;97,16;35,17;55,13;2
1982,1982,2024/06/27 00:00:00,6;1,18;58,15;24,19;53,14;3
1983,1983,2024/07/27 00:00:00,6;1,26;74,9;73,20;38,23;7
1984,1984,2023/10/10 00:00:00,6;5,27;03,14;38,21;06,17;0
1985,1985,2024/02/05 00:00:00,7;1,11;28,16;35,28;44,15;4
1986,1986,2024/03/24 00:00:00,7;3,17;68,19;32,26;92,14;3
1987,1987,2024/10/25 00:00:00,5;7,16;37,9;81,16;49,15;2
1988,1988,2024/09/23 00:00:00,5;6,18;17,18;29,17;30,10;8
1989,1989,2024/07/08 00:00:00,6;1,20;27,15;38,14;42,24;5
1990,1990,2024/08/17 00:00:00,6;8,18;77,14;22,20;58,12;7
1991,1991,2024/01/25 00:00:00,5;6,24;25,12;03,12;92,19;9
1992,1992,2024/10/03 00:00:00,6;1,28;61,17;89,28;97,22;3
1993,1993,2024/10/01 00:00:00,7;2,23;22,13;41,25;52,23;5
1994,1994,2024/12/14 00:00:00,6;9,24;07,15;13,28;16,11;0
1995,1995,2023/08/04 00:00:00,6;2,29;80,9;42,16;81,16;2
1996,1996,2023/08/13 00:00:00,6;9,21;79,18;52,10;76,20;8
1997,1997,2024/10/23 00:00:00,6;7,21;90,14;97,20;42,15;7
1998,1998,2023/12/14 00:00:00,7;0,29;30,11;84,29;20,12;2
1999,1999,2024/01/03 00:00:00,6;1,24;72,13;98,26;58,17;9
2000,2000,2023/08/14 00:00:00,5;6,11;92,6;27,16;28,19;9
