FeedingLogID,LivestockID,FeedType,QuantityKg,FedOn
1,1,Maize,6;18,2023/04/12 00:00:00
16436,3288,Maize,14;95,2020/10/09 00:00:00
16437,3288,Grass,7;26,2021/07/03 00:00:00
16438,3288,Maize,12;68,2021/10/12 00:00:00
16439,3288,Grass,12;19,2022/02/24 00:00:00
16440,3288,Lucerne,7;71,2022/01/16 00:00:00
16441,3289,Maize,9;39,2024/09/19 00:00:00
16442,3289,Grass,7;00,2024/03/02 00:00:00
16443,3289,Maize,5;21,2025/01/05 00:00:00
16444,3289,Grass,5;54,2025/06/05 00:00:00
16445,3289,Grass,7;49,2025/09/26 00:00:00
16446,3290,Lucerne,14;24,2021/07/26 00:00:00
16447,3290,Lucerne,14;35,2022/10/04 00:00:00
16448,3290,Lucerne,8;42,2022/11/19 00:00:00
16449,3290,Grass,9;78,2022/06/04 00:00:00
16450,3290,Lucerne,5;62,2021/05/14 00:00:00
16451,3291,Lucerne,9;90,2023/10/04 00:00:00
16452,3291,Grass,9;84,2024/01/26 00:00:00
16453,3291,Lucerne,8;31,2023/02/07 00:00:00
16454,3291,Lucerne,5;20,2024/06/28 00:00:00
16455,3291,Maize,6;44,2023/01/31 00:00:00
16456,3292,Maize,10;45,2024/10/16 00:00:00
16457,3292,Maize,7;16,2025/04/10 00:00:00
16458,3292,Lucerne,5;33,2024/06/20 00:00:00
16459,3292,Grass,12;65,2024/01/20 00:00:00
16460,3292,Maize,13;90,2025/02/23 00:00:00
16461,3293,Silage,13;13,2023/12/20 00:00:00
16462,3293,Maize,7;44,2023/04/11 00:00:00
16463,3293,Grass,14;08,2023/08/18 00:00:00
16464,3293,Grass,5;15,2023/04/30 00:00:00
16465,3293,Lucerne,14;64,2023/11/23 00:00:00
16466,3294,Lucerne,7;67,2021/07/10 00:00:00
16467,3294,Maize,9;83,2022/10/24 00:00:00
16468,3294,Grass,6;54,2022/08/29 00:00:00
16469,3294,Grass,14;62,2021/12/23 00:00:00
16470,3294,Grass,6;34,2022/06/09 00:00:00
16471,3295,Maize,8;34,2021/10/19 00:00:00
16472,3295,Silage,8;59,2021/05/22 00:00:00
16473,3295,Grass,14;99,2022/08/08 00:00:00
16474,3295,Maize,9;99,2022/02/21 00:00:00
16475,3295,Lucerne,9;81,2021/05/18 00:00:00
16476,3296,Grass,13;64,2021/05/27 00:00:00
16477,3296,Silage,7;37,2022/02/25 00:00:00
16478,3296,Lucerne,13;34,2021/12/29 00:00:00
16479,3296,Lucerne,8;92,2022/06/08 00:00:00
16480,3296,Grass,8;57,2021/10/10 00:00:00
16481,3297,Grass,5;24,2024/05/26 00:00:00
16482,3297,Grass,11;08,2024/03/27 00:00:00
16483,3297,Grass,9;73,2024/02/08 00:00:00
16484,3297,Maize,13;05,2023/07/07 00:00:00
16485,3297,Silage,5;87,2024/10/07 00:00:00
16486,3298,Silage,8;30,2025/03/30 00:00:00
16487,3298,Maize,5;05,2024/03/27 00:00:00
16488,3298,Silage,13;01,2025/08/20 00:00:00
16489,3298,Grass,12;36,2024/12/09 00:00:00
16490,3298,Grass,11;71,2025/10/04 00:00:00
16491,3299,Maize,14;03,2023/12/09 00:00:00
16492,3299,Maize,10;00,2023/08/25 00:00:00
16493,3299,Lucerne,12;10,2024/05/05 00:00:00
16494,3299,Maize,5;49,2023/07/02 00:00:00
16495,3299,Silage,12;10,2023/07/28 00:00:00
16496,3300,Grass,11;01,2024/09/29 00:00:00
16497,3300,Silage,9;92,2023/07/19 00:00:00
16498,3300,Lucerne,9;67,2024/01/20 00:00:00
16499,3300,Grass,12;20,2023/10/29 00:00:00
16500,3300,Lucerne,13;23,2024/12/17 00:00:00
16501,3301,Grass,6;17,2023/08/14 00:00:00
16502,3301,Maize,6;62,2023/10/18 00:00:00
16503,3301,Maize,11;82,2023/03/30 00:00:00
16504,3301,Maize,9;35,2023/04/20 00:00:00
16505,3301,Lucerne,6;25,2023/11/22 00:00:00
16506,3302,Maize,14;22,2023/06/30 00:00:00
16507,3302,Silage,14;92,2023/07/28 00:00:00
16508,3302,Lucerne,11;12,2023/08/25 00:00:00
16509,3302,Lucerne,10;62,2024/02/06 00:00:00
16510,3302,Silage,9;33,2024/09/13 00:00:00
16511,3303,Silage,14;84,2024/11/27 00:00:00
16512,3303,Grass,8;39,2024/12/26 00:00:00
16513,3303,Maize,13;27,2024/04/24 00:00:00
16514,3303,Maize,11;03,2024/12/18 00:00:00
16515,3303,Grass,14;14,2023/06/15 00:00:00
16516,3304,Silage,6;86,2024/02/11 00:00:00
16517,3304,Silage,9;78,2024/11/30 00:00:00
16518,3304,Grass,9;14,2024/12/20 00:00:00
16519,3304,Maize,9;29,2024/05/26 00:00:00
16520,3304,Maize,12;35,2024/07/26 00:00:00
16521,3305,Silage,8;36,2022/08/18 00:00:00
16522,3305,Lucerne,7;56,2022/12/26 00:00:00
16523,3305,Maize,12;98,2023/07/28 00:00:00
16524,3305,Grass,6;16,2022/05/11 00:00:00
16525,3305,Maize,14;33,2022/11/15 00:00:00
16526,3306,Grass,10;91,2023/04/04 00:00:00
16527,3306,Grass,9;61,2022/09/10 00:00:00
16528,3306,Grass,13;95,2023/09/16 00:00:00
16529,3306,Lucerne,6;21,2023/01/12 00:00:00
16530,3306,Grass,7;66,2023/08/18 00:00:00
16531,3307,Silage,14;68,2022/01/14 00:00:00
16532,3307,Lucerne,5;65,2022/05/06 00:00:00
16533,3307,Maize,8;54,2023/01/12 00:00:00
16534,3307,Maize,12;10,2022/07/22 00:00:00
16535,3307,Maize,8;70,2022/07/06 00:00:00
16536,3308,Maize,10;89,2023/03/16 00:00:00
16537,3308,Silage,10;20,2023/10/30 00:00:00
16538,3308,Lucerne,9;99,2022/11/03 00:00:00
16539,3308,Grass,8;70,2023/02/18 00:00:00
16540,3308,Silage,13;25,2022/08/06 00:00:00
16541,3309,Lucerne,11;77,2024/11/26 00:00:00
16542,3309,Lucerne,11;00,2024/03/25 00:00:00
16543,3309,Grass,10;95,2025/06/29 00:00:00
16544,3309,Grass,10;45,2024/05/21 00:00:00
16545,3309,Grass,10;18,2025/04/15 00:00:00
16546,3310,Lucerne,10;40,2022/05/15 00:00:00
16547,3310,Maize,7;77,2022/05/19 00:00:00
16548,3310,Grass,11;15,2022/10/03 00:00:00
16549,3310,Grass,11;18,2022/04/09 00:00:00
16550,3310,Lucerne,12;23,2022/08/31 00:00:00
16551,3311,Lucerne,8;77,2024/01/27 00:00:00
16552,3311,Maize,12;22,2023/03/16 00:00:00
16553,3311,Lucerne,11;79,2024/06/29 00:00:00
16554,3311,Grass,12;00,2024/11/19 00:00:00
16555,3311,Maize,8;19,2024/11/08 00:00:00
16556,3312,Maize,12;68,2023/05/21 00:00:00
16557,3312,Maize,7;36,2023/02/13 00:00:00
16558,3312,Lucerne,12;01,2022/08/16 00:00:00
16559,3312,Maize,12;95,2021/10/09 00:00:00
16560,3312,Lucerne,13;04,2023/05/21 00:00:00
16561,3313,Maize,6;85,2022/04/17 00:00:00
16562,3313,Grass,7;97,2021/01/21 00:00:00
16563,3313,Maize,10;16,2022/02/26 00:00:00
16564,3313,Maize,6;34,2022/04/10 00:00:00
16565,3313,Lucerne,8;78,2021/10/10 00:00:00
16566,3314,Maize,9;74,2022/03/07 00:00:00
16567,3314,Lucerne,9;71,2023/02/25 00:00:00
16568,3314,Silage,7;96,2022/07/08 00:00:00
16569,3314,Lucerne,14;09,2022/11/06 00:00:00
16570,3314,Lucerne,14;19,2023/04/16 00:00:00
16571,3315,Lucerne,5;67,2025/09/16 00:00:00
16572,3315,Lucerne,10;37,2025/01/29 00:00:00
16573,3315,Grass,9;41,2024/03/20 00:00:00
16574,3315,Lucerne,13;94,2024/08/14 00:00:00
16575,3315,Grass,13;04,2024/05/10 00:00:00
16576,3316,Lucerne,6;61,2023/01/15 00:00:00
16577,3316,Lucerne,5;66,2023/01/14 00:00:00
16578,3316,Lucerne,5;17,2023/01/22 00:00:00
16579,3316,Grass,6;91,2024/01/13 00:00:00
16580,3316,Silage,8;08,2023/02/25 00:00:00
16581,3317,Silage,12;27,2022/08/09 00:00:00
16582,3317,Lucerne,12;47,2021/09/03 00:00:00
16583,3317,Lucerne,14;67,2023/01/11 00:00:00
16584,3317,Grass,9;16,2021/08/12 00:00:00
16585,3317,Silage,14;63,2022/07/27 00:00:00
16586,3318,Maize,8;01,2022/10/11 00:00:00
16587,3318,Silage,13;95,2023/03/23 00:00:00
16588,3318,Silage,5;10,2023/05/29 00:00:00
16589,3318,Maize,7;04,2022/01/01 00:00:00
16590,3318,Maize,11;57,2022/07/09 00:00:00
16591,3319,Maize,12;36,2020/07/19 00:00:00
16592,3319,Maize,8;16,2020/08/09 00:00:00
16593,3319,Maize,8;19,2020/05/30 00:00:00
16594,3319,Grass,14;83,2020/08/27 00:00:00
16595,3319,Silage,14;09,2021/06/14 00:00:00
16596,3320,Silage,9;94,2021/10/15 00:00:00
16597,3320,Lucerne,10;34,2023/04/03 00:00:00
16598,3320,Silage,14;99,2022/06/02 00:00:00
16599,3320,Maize,6;39,2022/12/13 00:00:00
16600,3320,Maize,7;62,2022/08/24 00:00:00
16601,3321,Grass,9;46,2023/11/20 00:00:00
16602,3321,Silage,9;35,2024/07/14 00:00:00
16603,3321,Lucerne,11;37,2024/06/23 00:00:00
16604,3321,Silage,14;43,2025/01/23 00:00:00
16605,3321,Silage,8;50,2024/12/09 00:00:00
16606,3322,Maize,13;70,2023/01/28 00:00:00
16607,3322,Grass,8;17,2024/02/22 00:00:00
16608,3322,Lucerne,12;84,2023/02/11 00:00:00
16609,3322,Silage,7;29,2024/03/10 00:00:00
16610,3322,Maize,14;96,2023/03/18 00:00:00
16611,3323,Silage,14;10,2020/11/18 00:00:00
16612,3323,Maize,5;19,2021/09/21 00:00:00
16613,3323,Lucerne,14;89,2021/08/12 00:00:00
16614,3323,Lucerne,8;90,2022/04/14 00:00:00
16615,3323,Silage,8;47,2021/10/26 00:00:00
16616,3324,Lucerne,14;61,2025/01/28 00:00:00
16617,3324,Maize,5;85,2024/05/29 00:00:00
16618,3324,Maize,10;42,2025/08/05 00:00:00
16619,3324,Lucerne,5;20,2025/02/05 00:00:00
16620,3324,Grass,5;37,2024/04/19 00:00:00
16621,3325,Lucerne,6;79,2023/10/28 00:00:00
16622,3325,Silage,14;59,2022/10/04 00:00:00
16623,3325,Lucerne,14;23,2023/04/13 00:00:00
16624,3325,Silage,11;69,2024/03/30 00:00:00
16625,3325,Maize,7;33,2024/04/27 00:00:00
16626,3326,Lucerne,10;90,2024/12/27 00:00:00
16627,3326,Maize,10;50,2024/09/10 00:00:00
16628,3326,Grass,7;18,2025/10/26 00:00:00
16629,3326,Lucerne,13;35,2024/11/13 00:00:00
16630,3326,Grass,11;80,2025/12/22 00:00:00
16631,3327,Lucerne,11;97,2023/08/09 00:00:00
16632,3327,Silage,5;27,2022/04/22 00:00:00
16633,3327,Grass,14;36,2022/08/14 00:00:00
16634,3327,Maize,14;81,2022/01/02 00:00:00
16635,3327,Silage,6;26,2022/09/01 00:00:00
16636,3328,Silage,14;90,2020/11/02 00:00:00
16637,3328,Grass,14;81,2021/01/18 00:00:00
16638,3328,Grass,11;56,2021/02/23 00:00:00
16639,3328,Lucerne,13;55,2021/12/24 00:00:00
16640,3328,Maize,10;62,2020/07/06 00:00:00
16641,3329,Maize,13;14,2024/05/20 00:00:00
16642,3329,Silage,10;01,2025/08/30 00:00:00
16643,3329,Lucerne,8;58,2024/04/26 00:00:00
16644,3329,Maize,11;36,2025/02/07 00:00:00
16645,3329,Grass,14;74,2024/12/15 00:00:00
16646,3330,Grass,12;70,2022/10/28 00:00:00
16647,3330,Silage,10;21,2024/02/21 00:00:00
16648,3330,Grass,5;93,2023/11/20 00:00:00
16649,3330,Maize,11;49,2022/09/25 00:00:00
16650,3330,Silage,8;30,2022/12/18 00:00:00
16651,3331,Grass,9;86,2022/12/02 00:00:00
16652,3331,Silage,13;91,2022/07/22 00:00:00
16653,3331,Lucerne,14;85,2023/05/12 00:00:00
16654,3331,Silage,9;57,2023/05/16 00:00:00
16655,3331,Grass,8;03,2022/11/13 00:00:00
16656,3332,Lucerne,6;77,2023/01/26 00:00:00
16657,3332,Lucerne,12;07,2022/01/09 00:00:00
16658,3332,Lucerne,7;36,2021/12/12 00:00:00
16659,3332,Silage,11;08,2023/02/20 00:00:00
16660,3332,Maize,12;64,2023/05/15 00:00:00
16661,3333,Lucerne,9;67,2023/01/30 00:00:00
16662,3333,Grass,9;66,2023/04/19 00:00:00
16663,3333,Silage,12;85,2023/03/06 00:00:00
16664,3333,Silage,9;36,2024/05/29 00:00:00
16665,3333,Silage,5;50,2023/02/23 00:00:00
16666,3334,Grass,14;54,2022/11/10 00:00:00
16667,3334,Silage,12;92,2022/04/21 00:00:00
16668,3334,Silage,10;46,2022/07/26 00:00:00
16669,3334,Grass,8;81,2021/11/29 00:00:00
16670,3334,Silage,14;84,2021/12/21 00:00:00
16671,3335,Silage,7;50,2023/09/04 00:00:00
16672,3335,Lucerne,10;14,2025/01/08 00:00:00
16673,3335,Maize,5;70,2024/10/02 00:00:00
16674,3335,Grass,9;96,2023/12/22 00:00:00
16675,3335,Maize,10;15,2023/10/06 00:00:00
16676,3336,Silage,9;01,2024/04/27 00:00:00
16677,3336,Lucerne,5;66,2025/02/21 00:00:00
16678,3336,Lucerne,6;90,2025/09/12 00:00:00
16679,3336,Silage,10;71,2025/08/11 00:00:00
16680,3336,Silage,14;46,2024/02/23 00:00:00
16681,3337,Lucerne,14;47,2023/08/20 00:00:00
16682,3337,Lucerne,14;58,2022/07/23 00:00:00
16683,3337,Maize,11;94,2023/03/04 00:00:00
16684,3337,Grass,11;10,2023/10/12 00:00:00
16685,3337,Lucerne,6;61,2022/10/01 00:00:00
16686,3338,Grass,12;59,2021/09/26 00:00:00
16687,3338,Silage,12;88,2023/05/27 00:00:00
16688,3338,Grass,8;57,2023/04/17 00:00:00
16689,3338,Maize,10;13,2021/10/15 00:00:00
16690,3338,Grass,8;94,2023/05/03 00:00:00
16691,3339,Grass,6;98,2022/12/07 00:00:00
16692,3339,Lucerne,7;93,2023/09/05 00:00:00
16693,3339,Maize,13;01,2023/09/10 00:00:00
16694,3339,Grass,12;35,2023/12/15 00:00:00
16695,3339,Maize,14;01,2023/07/07 00:00:00
16696,3340,Lucerne,14;78,2020/06/24 00:00:00
16697,3340,Maize,7;99,2021/11/07 00:00:00
16698,3340,Lucerne,5;53,2020/09/15 00:00:00
16699,3340,Grass,13;36,2021/06/18 00:00:00
16700,3340,Lucerne,6;70,2021/03/17 00:00:00
16701,3341,Grass,8;15,2022/05/26 00:00:00
16702,3341,Maize,5;05,2022/08/05 00:00:00
16703,3341,Lucerne,7;01,2023/05/24 00:00:00
16704,3341,Maize,9;89,2023/07/21 00:00:00
16705,3341,Silage,7;67,2021/12/19 00:00:00
16706,3342,Silage,9;15,2022/06/29 00:00:00
16707,3342,Silage,13;58,2022/08/19 00:00:00
16708,3342,Grass,10;73,2021/11/10 00:00:00
16709,3342,Grass,6;80,2021/12/12 00:00:00
16710,3342,Lucerne,11;48,2022/06/30 00:00:00
16711,3343,Lucerne,12;09,2023/11/26 00:00:00
16712,3343,Grass,14;58,2023/07/14 00:00:00
16713,3343,Silage,5;55,2024/05/14 00:00:00
16714,3343,Grass,5;11,2024/02/28 00:00:00
16715,3343,Grass,14;29,2024/03/20 00:00:00
16716,3344,Lucerne,9;15,2024/05/31 00:00:00
16717,3344,Grass,13;30,2023/10/11 00:00:00
16718,3344,Grass,9;19,2023/08/02 00:00:00
16719,3344,Lucerne,5;96,2024/05/03 00:00:00
16720,3344,Grass,9;63,2024/06/26 00:00:00
16721,3345,Silage,12;93,2025/02/02 00:00:00
16722,3345,Silage,12;87,2025/06/28 00:00:00
16723,3345,Silage,8;63,2024/08/30 00:00:00
16724,3345,Maize,13;67,2024/10/02 00:00:00
16725,3345,Maize,9;20,2025/08/10 00:00:00
16726,3346,Lucerne,13;69,2022/08/18 00:00:00
16727,3346,Silage,7;77,2022/11/03 00:00:00
16728,3346,Silage,13;62,2022/12/07 00:00:00
16729,3346,Grass,13;26,2022/01/03 00:00:00
16730,3346,Silage,7;01,2023/01/05 00:00:00
16731,3347,Maize,7;00,2023/10/19 00:00:00
16732,3347,Grass,12;76,2023/02/22 00:00:00
16733,3347,Grass,12;51,2023/01/05 00:00:00
16734,3347,Grass,10;25,2022/11/07 00:00:00
16735,3347,Silage,9;70,2024/06/13 00:00:00
16736,3348,Grass,10;73,2024/05/09 00:00:00
16737,3348,Silage,6;53,2023/01/01 00:00:00
16738,3348,Grass,14;22,2022/12/05 00:00:00
16739,3348,Grass,14;07,2024/03/26 00:00:00
16740,3348,Maize,8;76,2024/04/14 00:00:00
16741,3349,Silage,5;09,2023/08/07 00:00:00
16742,3349,Silage,14;57,2024/06/25 00:00:00
16743,3349,Lucerne,9;91,2024/06/10 00:00:00
16744,3349,Maize,10;33,2023/07/10 00:00:00
16745,3349,Maize,7;54,2024/08/19 00:00:00
16746,3350,Maize,13;82,2024/07/18 00:00:00
16747,3350,Lucerne,14;74,2024/04/21 00:00:00
16748,3350,Silage,13;55,2023/12/12 00:00:00
16749,3350,Maize,10;79,2024/05/07 00:00:00
16750,3350,Silage,5;10,2025/05/19 00:00:00
16751,3351,Silage,9;90,2021/07/07 00:00:00
16752,3351,Grass,10;39,2021/10/06 00:00:00
16753,3351,Lucerne,5;31,2021/10/04 00:00:00
16754,3351,Silage,7;94,2021/01/01 00:00:00
16755,3351,Silage,13;36,2021/12/11 00:00:00
16756,3352,Grass,10;96,2024/05/10 00:00:00
16757,3352,Silage,8;46,2023/03/26 00:00:00
16758,3352,Maize,13;80,2023/11/22 00:00:00
16759,3352,Maize,7;01,2023/06/16 00:00:00
16760,3352,Grass,13;10,2023/11/06 00:00:00
16761,3353,Silage,8;62,2021/06/13 00:00:00
16762,3353,Lucerne,8;41,2020/09/06 00:00:00
16763,3353,Maize,8;19,2021/11/10 00:00:00
16764,3353,Grass,13;25,2022/02/05 00:00:00
16765,3353,Lucerne,10;59,2021/10/19 00:00:00
16766,3354,Grass,14;34,2020/07/14 00:00:00
16767,3354,Silage,10;27,2022/03/24 00:00:00
16768,3354,Maize,14;73,2021/08/31 00:00:00
16769,3354,Lucerne,12;49,2021/07/28 00:00:00
16770,3354,Lucerne,9;76,2021/02/04 00:00:00
16771,3355,Silage,12;75,2021/12/28 00:00:00
16772,3355,Grass,14;07,2023/03/28 00:00:00
16773,3355,Maize,10;81,2022/06/21 00:00:00
16774,3355,Maize,8;65,2022/02/02 00:00:00
16775,3355,Lucerne,6;97,2022/07/08 00:00:00
16776,3356,Grass,11;60,2024/10/14 00:00:00
16777,3356,Maize,10;35,2024/09/10 00:00:00
16778,3356,Grass,11;85,2024/09/20 00:00:00
16779,3356,Silage,12;79,2024/11/27 00:00:00
16780,3356,Lucerne,14;31,2025/04/06 00:00:00
16781,3357,Silage,12;71,2024/07/08 00:00:00
16782,3357,Silage,13;75,2023/02/16 00:00:00
16783,3357,Maize,12;44,2024/03/08 00:00:00
16784,3357,Maize,10;70,2023/08/29 00:00:00
16785,3357,Maize,13;52,2023/04/29 00:00:00
16786,3358,Maize,11;57,2024/10/04 00:00:00
16787,3358,Grass,11;70,2023/07/22 00:00:00
16788,3358,Silage,7;50,2025/01/17 00:00:00
16789,3358,Grass,7;26,2023/07/23 00:00:00
16790,3358,Lucerne,12;40,2023/08/17 00:00:00
16791,3359,Maize,12;84,2023/06/07 00:00:00
16792,3359,Lucerne,6;43,2023/05/02 00:00:00
16793,3359,Silage,10;76,2022/11/09 00:00:00
16794,3359,Silage,10;43,2023/11/24 00:00:00
16795,3359,Maize,14;75,2023/12/27 00:00:00
16796,3360,Lucerne,11;12,2023/04/22 00:00:00
16797,3360,Grass,11;89,2022/01/21 00:00:00
16798,3360,Maize,11;75,2022/04/21 00:00:00
16799,3360,Maize,6;46,2022/10/04 00:00:00
16800,3360,Lucerne,8;07,2022/12/25 00:00:00
16801,3361,Lucerne,11;94,2022/10/11 00:00:00
16802,3361,Maize,7;05,2024/02/23 00:00:00
16803,3361,Maize,11;21,2024/01/05 00:00:00
16804,3361,Maize,7;72,2022/11/29 00:00:00
16805,3361,Silage,11;70,2022/12/28 00:00:00
16806,3362,Grass,11;18,2023/12/05 00:00:00
16807,3362,Lucerne,6;55,2024/07/09 00:00:00
16808,3362,Silage,13;16,2023/07/15 00:00:00
16809,3362,Grass,14;29,2023/08/21 00:00:00
16810,3362,Silage,8;99,2025/03/12 00:00:00
16811,3363,Grass,10;31,2022/11/04 00:00:00
16812,3363,Maize,10;13,2023/11/10 00:00:00
16813,3363,Lucerne,6;46,2023/09/20 00:00:00
16814,3363,Grass,7;12,2024/02/09 00:00:00
16815,3363,Grass,10;53,2023/02/07 00:00:00
16816,3364,Grass,6;59,2021/12/14 00:00:00
16817,3364,Grass,8;30,2022/11/13 00:00:00
16818,3364,Grass,14;28,2022/03/18 00:00:00
16819,3364,Grass,12;03,2023/06/25 00:00:00
16820,3364,Lucerne,10;17,2022/06/05 00:00:00
16821,3365,Maize,8;15,2021/01/09 00:00:00
16822,3365,Maize,9;96,2021/12/06 00:00:00
16823,3365,Lucerne,12;82,2020/11/28 00:00:00
16824,3365,Silage,7;63,2021/06/17 00:00:00
16825,3365,Maize,12;94,2022/04/15 00:00:00
16826,3366,Maize,6;31,2022/06/28 00:00:00
16827,3366,Maize,14;66,2023/05/19 00:00:00
16828,3366,Grass,7;52,2022/02/25 00:00:00
16829,3366,Silage,13;26,2023/02/02 00:00:00
16830,3366,Grass,11;36,2023/06/14 00:00:00
16831,3367,Lucerne,14;57,2023/01/07 00:00:00
16832,3367,Silage,10;04,2023/06/28 00:00:00
16833,3367,Lucerne,9;15,2022/01/06 00:00:00
16834,3367,Maize,7;28,2022/07/30 00:00:00
16835,3367,Lucerne,13;59,2022/01/13 00:00:00
16836,3368,Grass,12;42,2020/12/10 00:00:00
16837,3368,Grass,9;13,2021/09/16 00:00:00
16838,3368,Maize,8;20,2021/09/03 00:00:00
16839,3368,Maize,10;72,2020/10/26 00:00:00
16840,3368,Grass,7;41,2021/11/19 00:00:00
16841,3369,Grass,11;96,2024/01/07 00:00:00
16842,3369,Silage,8;05,2024/04/18 00:00:00
16843,3369,Lucerne,5;11,2024/04/08 00:00:00
16844,3369,Grass,13;54,2025/01/06 00:00:00
16845,3369,Grass,14;56,2025/01/20 00:00:00
16846,3370,Silage,7;56,2023/05/29 00:00:00
16847,3370,Grass,9;13,2022/11/12 00:00:00
16848,3370,Silage,14;07,2023/02/09 00:00:00
16849,3370,Grass,8;56,2023/11/01 00:00:00
16850,3370,Grass,14;88,2024/05/08 00:00:00
16851,3371,Lucerne,11;15,2023/09/14 00:00:00
16852,3371,Silage,10;41,2024/05/01 00:00:00
16853,3371,Grass,10;01,2024/05/15 00:00:00
16854,3371,Lucerne,7;14,2024/09/05 00:00:00
16855,3371,Lucerne,6;64,2024/05/18 00:00:00
16856,3372,Lucerne,9;11,2022/08/15 00:00:00
16857,3372,Lucerne,6;13,2022/07/15 00:00:00
16858,3372,Maize,6;52,2023/06/08 00:00:00
16859,3372,Maize,11;66,2023/05/14 00:00:00
16860,3372,Lucerne,6;08,2023/08/25 00:00:00
16861,3373,Maize,12;64,2020/12/25 00:00:00
16862,3373,Silage,7;11,2021/05/13 00:00:00
16863,3373,Maize,13;18,2021/09/02 00:00:00
16864,3373,Grass,6;61,2022/04/08 00:00:00
16865,3373,Lucerne,7;39,2021/04/17 00:00:00
16866,3374,Silage,11;27,2024/08/14 00:00:00
16867,3374,Maize,8;85,2024/12/22 00:00:00
16868,3374,Silage,7;65,2024/11/06 00:00:00
16869,3374,Maize,6;65,2024/02/17 00:00:00
16870,3374,Silage,13;00,2024/11/06 00:00:00
16871,3375,Maize,8;09,2023/12/12 00:00:00
16872,3375,Maize,5;94,2024/01/17 00:00:00
16873,3375,Maize,9;86,2024/12/04 00:00:00
16874,3375,Silage,8;11,2024/04/18 00:00:00
16875,3375,Lucerne,11;08,2024/12/04 00:00:00
16876,3376,Maize,13;31,2023/11/26 00:00:00
16877,3376,Maize,7;33,2022/05/16 00:00:00
16878,3376,Grass,7;59,2023/07/27 00:00:00
16879,3376,Grass,8;95,2023/03/06 00:00:00
16880,3376,Grass,12;40,2022/05/20 00:00:00
16881,3377,Lucerne,6;98,2024/03/15 00:00:00
16882,3377,Maize,9;61,2025/08/31 00:00:00
16883,3377,Silage,7;33,2024/06/05 00:00:00
16884,3377,Maize,11;45,2024/06/02 00:00:00
16885,3377,Lucerne,8;45,2024/04/20 00:00:00
16886,3378,Silage,8;25,2022/03/01 00:00:00
16887,3378,Lucerne,5;57,2021/08/06 00:00:00
16888,3378,Maize,12;17,2022/01/02 00:00:00
16889,3378,Lucerne,11;99,2021/02/05 00:00:00
16890,3378,Maize,11;03,2022/03/27 00:00:00
16891,3379,Lucerne,10;60,2022/12/28 00:00:00
16892,3379,Lucerne,10;43,2021/11/18 00:00:00
16893,3379,Maize,9;07,2021/12/10 00:00:00
16894,3379,Grass,6;98,2022/09/24 00:00:00
16895,3379,Lucerne,13;79,2022/09/18 00:00:00
16896,3380,Lucerne,7;54,2021/12/27 00:00:00
16897,3380,Maize,11;50,2020/07/05 00:00:00
16898,3380,Lucerne,7;26,2021/08/01 00:00:00
16899,3380,Maize,7;26,2021/03/24 00:00:00
16900,3380,Silage,12;06,2021/09/20 00:00:00
16901,3381,Lucerne,11;92,2023/11/09 00:00:00
16902,3381,Silage,13;00,2022/11/26 00:00:00
16903,3381,Silage,13;85,2024/02/28 00:00:00
16904,3381,Lucerne,12;79,2024/05/12 00:00:00
16905,3381,Maize,13;22,2024/04/04 00:00:00
16906,3382,Maize,12;84,2024/08/24 00:00:00
16907,3382,Lucerne,14;37,2023/12/17 00:00:00
16908,3382,Grass,5;20,2024/11/06 00:00:00
16909,3382,Maize,6;06,2023/10/06 00:00:00
16910,3382,Grass,6;94,2023/09/25 00:00:00
16911,3383,Maize,6;23,2023/06/12 00:00:00
16912,3383,Silage,7;98,2023/02/06 00:00:00
16913,3383,Lucerne,8;19,2022/05/09 00:00:00
16914,3383,Maize,10;04,2022/11/10 00:00:00
16915,3383,Grass,11;89,2023/09/28 00:00:00
16916,3384,Grass,8;34,2021/07/02 00:00:00
16917,3384,Lucerne,14;76,2021/07/27 00:00:00
16918,3384,Maize,9;73,2022/02/21 00:00:00
16919,3384,Silage,11;67,2021/12/20 00:00:00
16920,3384,Maize,13;19,2022/01/03 00:00:00
16921,3385,Lucerne,8;32,2022/04/03 00:00:00
16922,3385,Silage,8;29,2022/03/12 00:00:00
16923,3385,Grass,6;24,2021/12/17 00:00:00
16924,3385,Silage,12;67,2021/11/09 00:00:00
16925,3385,Lucerne,9;76,2021/10/20 00:00:00
16926,3386,Grass,5;22,2022/07/09 00:00:00
16927,3386,Grass,9;75,2023/04/17 00:00:00
16928,3386,Lucerne,7;37,2022/04/27 00:00:00
16929,3386,Lucerne,14;88,2023/01/28 00:00:00
16930,3386,Lucerne,5;69,2023/01/16 00:00:00
16931,3387,Lucerne,7;93,2022/06/02 00:00:00
16932,3387,Silage,12;52,2021/11/04 00:00:00
16933,3387,Maize,11;27,2022/03/05 00:00:00
16934,3387,Grass,14;37,2021/11/29 00:00:00
16935,3387,Lucerne,9;73,2021/11/28 00:00:00
16936,3388,Lucerne,13;85,2023/10/02 00:00:00
16937,3388,Silage,7;40,2023/02/19 00:00:00
16938,3388,Silage,10;94,2022/08/11 00:00:00
16939,3388,Lucerne,13;21,2022/03/04 00:00:00
16940,3388,Silage,11;11,2022/08/08 00:00:00
16941,3389,Grass,7;83,2020/11/18 00:00:00
