HealthRecordID,LivestockID,CheckDate,Notes,Treatment
1299,1299,2023/04/25 00:00:00,Wound from fencing; disinfected and bandaged.,Vaccination (Anthrax)
1300,1300,2021/04/27 00:00:00,Minor infection treated; under observation.,Vitamin B12 Injection
1301,1301,2023/06/05 00:00:00,Hoof trimmed and cleaned.,Foot Rot Treatment
1302,1302,2020/07/03 00:00:00,Mild coughing; vitamin booster given.,Anti-inflammatory Injection
1303,1303,2020/11/18 00:00:00,Routine check-up; all vitals normal.,Multivitamin Supplement
1304,1304,2020/12/08 00:00:00,Mild coughing; vitamin booster given.,Antibiotics (Oxytetracycline)
1305,1305,2023/07/02 00:00:00,Exhibiting signs of heat stress.,Multivitamin Supplement
1306,1306,2022/03/16 00:00:00,Exhibiting signs of heat stress.,Antibiotics (Oxytetracycline)
1307,1307,2022/02/22 00:00:00,Vaccination administered; no side effects.,Deworming
1308,1308,2020/09/22 00:00:00,Routine check-up; all vitals normal.,Vitamin B12 Injection
1309,1309,2023/04/17 00:00:00,Minor cut observed on front leg.,Vaccination (Anthrax)
1310,1310,2021/08/02 00:00:00,Vaccination administered; no side effects.,Foot Rot Treatment
1311,1311,2023/01/10 00:00:00,Hoof trimmed and cleaned.,Foot Rot Treatment
1312,1312,2023/05/13 00:00:00,Loss of appetite for 2 days.,Multivitamin Supplement
1313,1313,2021/12/23 00:00:00,Routine check-up; all vitals normal.,Multivitamin Supplement
1314,1314,2022/02/15 00:00:00,Mild coughing; vitamin booster given.,Deworming
1315,1315,2024/03/27 00:00:00,Exhibiting signs of heat stress.,Deworming
1316,1316,2020/12/04 00:00:00,Hoof trimmed and cleaned.,Foot Rot Treatment
1317,1317,2021/03/19 00:00:00,Increased weight gain; healthy condition.,Deworming
1318,1318,2022/10/08 00:00:00,Wound from fencing; disinfected and bandaged.,Fly Repellent Spray
1319,1319,2021/03/20 00:00:00,Routine check-up; all vitals normal.,Tick and Flea Dip
1320,1320,2021/06/12 00:00:00,Wound from fencing; disinfected and bandaged.,Deworming
1321,1321,2024/01/25 00:00:00,Loss of appetite for 2 days.,Multivitamin Supplement
1322,1322,2021/01/25 00:00:00,Minor infection treated; under observation.,Electrolytes Added to Water
1323,1323,2021/03/12 00:00:00,Vaccination administered; no side effects.,Anti-inflammatory Injection
1324,1324,2023/04/11 00:00:00,Exhibiting signs of heat stress.,Vaccination (Anthrax)
1325,1325,2020/10/08 00:00:00,Routine check-up; all vitals normal.,Tick and Flea Dip
1326,1326,2021/06/02 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
1327,1327,2020/07/15 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
1328,1328,2023/04/26 00:00:00,Loss of appetite for 2 days.,Tick and Flea Dip
1329,1329,2020/11/11 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
1330,1330,2021/10/18 00:00:00,Wound from fencing; disinfected and bandaged.,Foot Rot Treatment
1331,1331,2021/02/24 00:00:00,Hoof trimmed and cleaned.,Fly Repellent Spray
1332,1332,2021/10/22 00:00:00,Hoof trimmed and cleaned.,Antibiotics (Oxytetracycline)
1333,1333,2020/12/09 00:00:00,Increased weight gain; healthy condition.,Electrolytes Added to Water
1334,1334,2020/09/17 00:00:00,Increased weight gain; healthy condition.,Tick and Flea Dip
1335,1335,2024/05/23 00:00:00,Minor cut observed on front leg.,Antibiotics (Oxytetracycline)
1336,1336,2023/06/18 00:00:00,Minor cut observed on front leg.,Fly Repellent Spray
1337,1337,2023/10/06 00:00:00,Mild coughing; vitamin booster given.,Tick and Flea Dip
1338,1338,2022/09/14 00:00:00,Minor cut observed on front leg.,Tick and Flea Dip
1339,1339,2022/06/05 00:00:00,Wound from fencing; disinfected and bandaged.,Tick and Flea Dip
1340,1340,2022/08/04 00:00:00,Minor cut observed on front leg.,Deworming
1341,1341,2021/03/23 00:00:00,Loss of appetite for 2 days.,Vitamin B12 Injection
1342,1342,2022/03/26 00:00:00,Wound from fencing; disinfected and bandaged.,Deworming
1343,1343,2023/02/18 00:00:00,Wound from fencing; disinfected and bandaged.,Vaccination (Anthrax)
1344,1344,2023/10/26 00:00:00,Loss of appetite for 2 days.,Multivitamin Supplement
1345,1345,2024/03/26 00:00:00,Hoof trimmed and cleaned.,Vaccination (Anthrax)
1346,1346,2024/03/02 00:00:00,Increased weight gain; healthy condition.,Electrolytes Added to Water
1347,1347,2023/04/16 00:00:00,Vaccination administered; no side effects.,Multivitamin Supplement
1348,1348,2020/12/24 00:00:00,Loss of appetite for 2 days.,Foot Rot Treatment
1349,1349,2023/09/22 00:00:00,Increased weight gain; healthy condition.,Antibiotics (Oxytetracycline)
1350,1350,2022/11/24 00:00:00,Loss of appetite for 2 days.,Multivitamin Supplement
1351,1351,2021/08/06 00:00:00,Exhibiting signs of heat stress.,Deworming
1352,1352,2023/03/23 00:00:00,Vaccination administered; no side effects.,Fly Repellent Spray
1353,1353,2023/03/17 00:00:00,Minor cut observed on front leg.,Tick and Flea Dip
1354,1354,2022/07/10 00:00:00,Minor infection treated; under observation.,Fly Repellent Spray
1355,1355,2021/12/25 00:00:00,Wound from fencing; disinfected and bandaged.,Anti-inflammatory Injection
1356,1356,2023/06/18 00:00:00,Vaccination administered; no side effects.,Fly Repellent Spray
1357,1357,2023/05/05 00:00:00,Routine check-up; all vitals normal.,Anti-inflammatory Injection
1358,1358,2022/01/10 00:00:00,Loss of appetite for 2 days.,Vaccination (Anthrax)
1359,1359,2022/02/17 00:00:00,Mild coughing; vitamin booster given.,Electrolytes Added to Water
1360,1360,2021/02/20 00:00:00,Exhibiting signs of heat stress.,Deworming
1361,1361,2023/06/22 00:00:00,Minor infection treated; under observation.,Deworming
1362,1362,2020/09/09 00:00:00,Minor infection treated; under observation.,Multivitamin Supplement
1363,1363,2022/08/04 00:00:00,Increased weight gain; healthy condition.,Antibiotics (Oxytetracycline)
1364,1364,2023/12/01 00:00:00,Exhibiting signs of heat stress.,Vitamin B12 Injection
1365,1365,2021/03/27 00:00:00,Minor cut observed on front leg.,Vaccination (Anthrax)
1366,1366,2023/04/10 00:00:00,Increased weight gain; healthy condition.,Fly Repellent Spray
1367,1367,2020/09/02 00:00:00,Minor cut observed on front leg.,Multivitamin Supplement
1368,1368,2022/07/01 00:00:00,Increased weight gain; healthy condition.,Antibiotics (Oxytetracycline)
1369,1369,2021/10/07 00:00:00,Increased weight gain; healthy condition.,Vitamin B12 Injection
1370,1370,2021/12/19 00:00:00,Hoof trimmed and cleaned.,Vaccination (Anthrax)
1371,1371,2023/02/24 00:00:00,Routine check-up; all vitals normal.,Foot Rot Treatment
1372,1372,2023/07/14 00:00:00,Increased weight gain; healthy condition.,Electrolytes Added to Water
1373,1373,2021/05/19 00:00:00,Minor cut observed on front leg.,Electrolytes Added to Water
1374,1374,2021/07/02 00:00:00,Hoof trimmed and cleaned.,Foot Rot Treatment
1375,1375,2023/12/24 00:00:00,Loss of appetite for 2 days.,Multivitamin Supplement
1376,1376,2023/12/23 00:00:00,Mild coughing; vitamin booster given.,Electrolytes Added to Water
1377,1377,2020/08/20 00:00:00,Wound from fencing; disinfected and bandaged.,Vitamin B12 Injection
1378,1378,2021/10/20 00:00:00,Wound from fencing; disinfected and bandaged.,Tick and Flea Dip
1379,1379,2023/01/04 00:00:00,Minor infection treated; under observation.,Anti-inflammatory Injection
1380,1380,2022/01/01 00:00:00,Minor cut observed on front leg.,Anti-inflammatory Injection
1381,1381,2021/12/12 00:00:00,Wound from fencing; disinfected and bandaged.,Tick and Flea Dip
1382,1382,2021/03/06 00:00:00,Increased weight gain; healthy condition.,Antibiotics (Oxytetracycline)
1383,1383,2022/09/09 00:00:00,Loss of appetite for 2 days.,Fly Repellent Spray
1384,1384,2020/08/15 00:00:00,Increased weight gain; healthy condition.,Foot Rot Treatment
1385,1385,2020/10/11 00:00:00,Loss of appetite for 2 days.,Anti-inflammatory Injection
1386,1386,2021/11/14 00:00:00,Wound from fencing; disinfected and bandaged.,Multivitamin Supplement
1387,1387,2021/12/25 00:00:00,Wound from fencing; disinfected and bandaged.,Vaccination (Anthrax)
1388,1388,2024/03/13 00:00:00,Routine check-up; all vitals normal.,Deworming
1389,1389,2022/07/10 00:00:00,Vaccination administered; no side effects.,Vaccination (Anthrax)
1390,1390,2021/09/04 00:00:00,Exhibiting signs of heat stress.,Electrolytes Added to Water
1391,1391,2020/07/02 00:00:00,Vaccination administered; no side effects.,Electrolytes Added to Water
1392,1392,2020/07/24 00:00:00,Wound from fencing; disinfected and bandaged.,Vaccination (Anthrax)
1393,1393,2023/09/15 00:00:00,Wound from fencing; disinfected and bandaged.,Electrolytes Added to Water
1394,1394,2020/10/22 00:00:00,Mild coughing; vitamin booster given.,Deworming
1395,1395,2022/03/02 00:00:00,Minor infection treated; under observation.,Antibiotics (Oxytetracycline)
1396,1396,2021/06/08 00:00:00,Mild coughing; vitamin booster given.,Vaccination (Anthrax)
1397,1397,2020/09/18 00:00:00,Routine check-up; all vitals normal.,Anti-inflammatory Injection
1398,1398,2021/11/20 00:00:00,Mild coughing; vitamin booster given.,Fly Repellent Spray
1399,1399,2023/04/02 00:00:00,Hoof trimmed and cleaned.,Tick and Flea Dip
1400,1400,2022/01/17 00:00:00,Minor infection treated; under observation.,Foot Rot Treatment
1401,1401,2020/12/21 00:00:00,Loss of appetite for 2 days.,Foot Rot Treatment
1402,1402,2023/06/05 00:00:00,Loss of appetite for 2 days.,Antibiotics (Oxytetracycline)
1403,1403,2021/04/14 00:00:00,Minor infection treated; under observation.,Vitamin B12 Injection
1404,1404,2023/01/23 00:00:00,Hoof trimmed and cleaned.,Antibiotics (Oxytetracycline)
1405,1405,2023/01/25 00:00:00,Minor cut observed on front leg.,Anti-inflammatory Injection
1406,1406,2023/02/26 00:00:00,Wound from fencing; disinfected and bandaged.,Electrolytes Added to Water
1407,1407,2022/11/13 00:00:00,Increased weight gain; healthy condition.,Antibiotics (Oxytetracycline)
1408,1408,2022/12/17 00:00:00,Vaccination administered; no side effects.,Deworming
1409,1409,2021/09/15 00:00:00,Vaccination administered; no side effects.,Anti-inflammatory Injection
1410,1410,2023/10/05 00:00:00,Loss of appetite for 2 days.,Foot Rot Treatment
1411,1411,2024/03/06 00:00:00,Wound from fencing; disinfected and bandaged.,Multivitamin Supplement
1412,1412,2023/01/26 00:00:00,Hoof trimmed and cleaned.,Anti-inflammatory Injection
1413,1413,2023/07/14 00:00:00,Loss of appetite for 2 days.,Tick and Flea Dip
1414,1414,2022/10/06 00:00:00,Vaccination administered; no side effects.,Deworming
1415,1415,2021/06/20 00:00:00,Wound from fencing; disinfected and bandaged.,Antibiotics (Oxytetracycline)
1416,1416,2022/07/16 00:00:00,Minor cut observed on front leg.,Deworming
1417,1417,2020/12/07 00:00:00,Routine check-up; all vitals normal.,Electrolytes Added to Water
1418,1418,2023/08/17 00:00:00,Minor infection treated; under observation.,Deworming
1419,1419,2021/01/18 00:00:00,Increased weight gain; healthy condition.,Vaccination (Anthrax)
1420,1420,2022/03/25 00:00:00,Routine check-up; all vitals normal.,Electrolytes Added to Water
1421,1421,2022/08/21 00:00:00,Wound from fencing; disinfected and bandaged.,Multivitamin Supplement
1422,1422,2024/06/20 00:00:00,Wound from fencing; disinfected and bandaged.,Vaccination (Anthrax)
1423,1423,2022/06/17 00:00:00,Exhibiting signs of heat stress.,Electrolytes Added to Water
1424,1424,2022/04/14 00:00:00,Wound from fencing; disinfected and bandaged.,Electrolytes Added to Water
1425,1425,2023/03/08 00:00:00,Vaccination administered; no side effects.,Fly Repellent Spray
1426,1426,2022/10/20 00:00:00,Exhibiting signs of heat stress.,Electrolytes Added to Water
1427,1427,2023/08/07 00:00:00,Routine check-up; all vitals normal.,Vitamin B12 Injection
1428,1428,2021/03/08 00:00:00,Minor infection treated; under observation.,Vaccination (Anthrax)
1429,1429,2023/11/14 00:00:00,Minor infection treated; under observation.,Antibiotics (Oxytetracycline)
1430,1430,2021/06/23 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
1431,1431,2021/09/25 00:00:00,Increased weight gain; healthy condition.,Electrolytes Added to Water
1432,1432,2024/04/08 00:00:00,Exhibiting signs of heat stress.,Electrolytes Added to Water
1433,1433,2022/09/06 00:00:00,Mild coughing; vitamin booster given.,Electrolytes Added to Water
1434,1434,2022/03/02 00:00:00,Mild coughing; vitamin booster given.,Electrolytes Added to Water
1435,1435,2023/01/04 00:00:00,Increased weight gain; healthy condition.,Foot Rot Treatment
1436,1436,2020/09/05 00:00:00,Exhibiting signs of heat stress.,Fly Repellent Spray
1437,1437,2022/12/18 00:00:00,Wound from fencing; disinfected and bandaged.,Foot Rot Treatment
1438,1438,2022/10/03 00:00:00,Vaccination administered; no side effects.,Tick and Flea Dip
1439,1439,2020/12/27 00:00:00,Increased weight gain; healthy condition.,Antibiotics (Oxytetracycline)
1440,1440,2022/09/24 00:00:00,Minor infection treated; under observation.,Tick and Flea Dip
1441,1441,2022/05/15 00:00:00,Exhibiting signs of heat stress.,Vaccination (Anthrax)
1442,1442,2023/07/16 00:00:00,Minor infection treated; under observation.,Antibiotics (Oxytetracycline)
1443,1443,2023/02/08 00:00:00,Hoof trimmed and cleaned.,Tick and Flea Dip
1444,1444,2021/02/09 00:00:00,Wound from fencing; disinfected and bandaged.,Anti-inflammatory Injection
1445,1445,2021/02/18 00:00:00,Exhibiting signs of heat stress.,Electrolytes Added to Water
1446,1446,2022/01/22 00:00:00,Vaccination administered; no side effects.,Foot Rot Treatment
1447,1447,2023/11/03 00:00:00,Increased weight gain; healthy condition.,Fly Repellent Spray
1448,1448,2023/06/12 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
1449,1449,2023/03/09 00:00:00,Minor cut observed on front leg.,Deworming
1450,1450,2022/08/06 00:00:00,Wound from fencing; disinfected and bandaged.,Multivitamin Supplement
1451,1451,2021/05/06 00:00:00,Routine check-up; all vitals normal.,Vitamin B12 Injection
1452,1452,2023/09/23 00:00:00,Minor cut observed on front leg.,Deworming
1453,1453,2021/10/08 00:00:00,Exhibiting signs of heat stress.,Multivitamin Supplement
1454,1454,2022/01/13 00:00:00,Wound from fencing; disinfected and bandaged.,Vaccination (Anthrax)
1455,1455,2020/08/09 00:00:00,Increased weight gain; healthy condition.,Vitamin B12 Injection
1456,1456,2021/10/06 00:00:00,Routine check-up; all vitals normal.,Tick and Flea Dip
1457,1457,2020/10/26 00:00:00,Increased weight gain; healthy condition.,Vaccination (Anthrax)
1458,1458,2020/08/11 00:00:00,Wound from fencing; disinfected and bandaged.,Anti-inflammatory Injection
1459,1459,2022/08/23 00:00:00,Loss of appetite for 2 days.,Vitamin B12 Injection
1460,1460,2021/11/08 00:00:00,Wound from fencing; disinfected and bandaged.,Foot Rot Treatment
1461,1461,2021/03/15 00:00:00,Wound from fencing; disinfected and bandaged.,Electrolytes Added to Water
1462,1462,2024/02/16 00:00:00,Minor infection treated; under observation.,Fly Repellent Spray
1463,1463,2022/07/27 00:00:00,Wound from fencing; disinfected and bandaged.,Electrolytes Added to Water
1464,1464,2020/10/24 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
1465,1465,2020/09/20 00:00:00,Loss of appetite for 2 days.,Antibiotics (Oxytetracycline)
1466,1466,2020/11/26 00:00:00,Minor cut observed on front leg.,Multivitamin Supplement
1467,1467,2023/07/19 00:00:00,Loss of appetite for 2 days.,Deworming
1468,1468,2022/04/24 00:00:00,Loss of appetite for 2 days.,Vitamin B12 Injection
1469,1469,2022/01/16 00:00:00,Minor infection treated; under observation.,Multivitamin Supplement
1470,1470,2022/08/06 00:00:00,Hoof trimmed and cleaned.,Antibiotics (Oxytetracycline)
1471,1471,2024/01/25 00:00:00,Exhibiting signs of heat stress.,Tick and Flea Dip
1472,1472,2024/06/04 00:00:00,Exhibiting signs of heat stress.,Vitamin B12 Injection
1473,1473,2023/02/15 00:00:00,Hoof trimmed and cleaned.,Vitamin B12 Injection
1474,1474,2022/10/17 00:00:00,Hoof trimmed and cleaned.,Anti-inflammatory Injection
1475,1475,2021/12/03 00:00:00,Hoof trimmed and cleaned.,Antibiotics (Oxytetracycline)
1476,1476,2023/02/20 00:00:00,Wound from fencing; disinfected and bandaged.,Deworming
1477,1477,2020/08/05 00:00:00,Minor cut observed on front leg.,Foot Rot Treatment
1478,1478,2021/08/01 00:00:00,Increased weight gain; healthy condition.,Antibiotics (Oxytetracycline)
1479,1479,2022/02/03 00:00:00,Increased weight gain; healthy condition.,Tick and Flea Dip
1480,1480,2023/07/11 00:00:00,Routine check-up; all vitals normal.,Foot Rot Treatment
1481,1481,2021/01/18 00:00:00,Vaccination administered; no side effects.,Fly Repellent Spray
1482,1482,2021/12/12 00:00:00,Exhibiting signs of heat stress.,Tick and Flea Dip
1483,1483,2020/10/12 00:00:00,Wound from fencing; disinfected and bandaged.,Multivitamin Supplement
1484,1484,2021/12/26 00:00:00,Routine check-up; all vitals normal.,Multivitamin Supplement
1485,1485,2021/10/12 00:00:00,Vaccination administered; no side effects.,Electrolytes Added to Water
1486,1486,2023/11/22 00:00:00,Exhibiting signs of heat stress.,Fly Repellent Spray
1487,1487,2022/09/12 00:00:00,Loss of appetite for 2 days.,Vaccination (Anthrax)
1488,1488,2022/01/15 00:00:00,Routine check-up; all vitals normal.,Vaccination (Anthrax)
1489,1489,2021/03/21 00:00:00,Minor infection treated; under observation.,Tick and Flea Dip
1490,1490,2020/09/01 00:00:00,Wound from fencing; disinfected and bandaged.,Electrolytes Added to Water
1491,1491,2021/07/25 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
1492,1492,2023/08/07 00:00:00,Exhibiting signs of heat stress.,Deworming
1493,1493,2021/02/07 00:00:00,Exhibiting signs of heat stress.,Vitamin B12 Injection
1494,1494,2024/05/25 00:00:00,Vaccination administered; no side effects.,Electrolytes Added to Water
