PestTreatmentID,CropID,TreatmentDate,PestDetected,ChemicalUsed,Dosage
1642,3266,2024/04/11 00:00:00,Aphids,Pesticide A,11ml per litre
1643,3269,2023/02/23 00:00:00,Weevils,Neem Oil,6ml per litre
1644,3273,2024/06/09 00:00:00,Aphids,Insecticide Z,16ml per litre
1645,3274,2024/01/01 00:00:00,Armyworm,Pesticide A,15ml per litre
1646,3275,2024/10/11 00:00:00,Aphids,Insecticide Z,19ml per litre
1647,3278,2023/06/06 00:00:00,Weevils,Pesticide A,8ml per litre
1648,3285,2024/09/26 00:00:00,Armyworm,Insecticide Z,6ml per litre
1649,3286,2023/08/07 00:00:00,Cutworms,Pesticide B,9ml per litre
1650,3287,2024/05/28 00:00:00,Armyworm,Insecticide Z,5ml per litre
1651,3288,2023/11/30 00:00:00,Cutworms,Insecticide Z,18ml per litre
1652,3289,2024/04/28 00:00:00,Cutworms,Pesticide A,17ml per litre
1653,3295,2024/12/19 00:00:00,Armyworm,Pesticide B,12ml per litre
1654,3296,2023/09/30 00:00:00,Aphids,Neem Oil,14ml per litre
1655,3297,2024/07/06 00:00:00,Weevils,Insecticide Z,10ml per litre
1656,3299,2024/10/29 00:00:00,Aphids,Neem Oil,10ml per litre
1657,3301,2023/06/13 00:00:00,Cutworms,Pesticide A,18ml per litre
1658,3303,2023/11/22 00:00:00,Armyworm,Insecticide Z,13ml per litre
1659,3308,2023/04/21 00:00:00,Armyworm,Pesticide A,14ml per litre
1660,3313,2023/07/15 00:00:00,Weevils,Pesticide B,16ml per litre
1661,3314,2024/03/14 00:00:00,Cutworms,Insecticide Z,12ml per litre
1662,3315,2024/08/30 00:00:00,Weevils,Pesticide B,15ml per litre
1663,3318,2024/08/21 00:00:00,Cutworms,Neem Oil,17ml per litre
1664,3320,2023/05/23 00:00:00,Cutworms,Insecticide Z,15ml per litre
1665,3322,2024/08/12 00:00:00,Armyworm,Pesticide A,8ml per litre
1666,3326,2023/04/29 00:00:00,Armyworm,Neem Oil,19ml per litre
1667,3328,2023/08/23 00:00:00,Cutworms,Pesticide A,6ml per litre
1668,3329,2024/08/29 00:00:00,Cutworms,Pesticide A,18ml per litre
1669,3330,2023/09/14 00:00:00,Aphids,Pesticide B,16ml per litre
1670,3334,2024/03/10 00:00:00,Aphids,Pesticide A,11ml per litre
1671,3335,2024/12/03 00:00:00,Aphids,Neem Oil,14ml per litre
1672,3337,2024/07/01 00:00:00,Weevils,Neem Oil,14ml per litre
1673,3338,2023/05/06 00:00:00,Armyworm,Pesticide B,16ml per litre
1674,3339,2024/06/06 00:00:00,Aphids,Pesticide A,10ml per litre
1675,3341,2023/12/08 00:00:00,Weevils,Neem Oil,7ml per litre
1676,3342,2024/09/25 00:00:00,Aphids,Insecticide Z,6ml per litre
1677,3343,2023/08/28 00:00:00,Cutworms,Neem Oil,6ml per litre
1678,3348,2025/02/10 00:00:00,Weevils,Pesticide B,15ml per litre
1679,3350,2025/02/14 00:00:00,Aphids,Neem Oil,15ml per litre
1680,3351,2024/08/23 00:00:00,Aphids,Pesticide B,18ml per litre
1681,3352,2024/12/31 00:00:00,Weevils,Pesticide B,5ml per litre
1682,3353,2024/03/25 00:00:00,Weevils,Neem Oil,19ml per litre
1683,3355,2023/03/17 00:00:00,Cutworms,Neem Oil,19ml per litre
1684,3357,2023/11/16 00:00:00,Cutworms,Neem Oil,17ml per litre
1685,3361,2024/04/20 00:00:00,Cutworms,Pesticide A,6ml per litre
1686,3362,2024/06/09 00:00:00,Aphids,Insecticide Z,10ml per litre
1687,3364,2023/05/20 00:00:00,Armyworm,Pesticide B,6ml per litre
1688,3366,2023/09/17 00:00:00,Armyworm,Pesticide A,9ml per litre
1689,3367,2024/12/21 00:00:00,Cutworms,Insecticide Z,10ml per litre
1690,3368,2025/01/02 00:00:00,Aphids,Insecticide Z,16ml per litre
1691,3369,2023/01/21 00:00:00,Armyworm,Pesticide B,6ml per litre
1692,3370,2024/02/08 00:00:00,Armyworm,Insecticide Z,16ml per litre
1693,3371,2025/01/03 00:00:00,Aphids,Pesticide B,8ml per litre
1694,3373,2023/05/25 00:00:00,Cutworms,Insecticide Z,9ml per litre
1695,3374,2024/09/30 00:00:00,Armyworm,Neem Oil,12ml per litre
1696,3378,2024/08/19 00:00:00,Cutworms,Pesticide B,15ml per litre
1697,3379,2023/11/28 00:00:00,Aphids,Pesticide A,19ml per litre
1698,3387,2024/07/16 00:00:00,Cutworms,Pesticide A,15ml per litre
1699,3389,2023/10/08 00:00:00,Armyworm,Insecticide Z,18ml per litre
1700,3390,2023/07/11 00:00:00,Cutworms,Pesticide A,10ml per litre
1701,3395,2023/03/19 00:00:00,Cutworms,Neem Oil,7ml per litre
1702,3396,2023/12/04 00:00:00,Aphids,Neem Oil,18ml per litre
1703,3398,2023/09/01 00:00:00,Armyworm,Neem Oil,8ml per litre
1704,3401,2023/05/13 00:00:00,Aphids,Pesticide B,9ml per litre
1705,3403,2023/11/02 00:00:00,Aphids,Pesticide B,10ml per litre
1706,3407,2024/08/19 00:00:00,Armyworm,Pesticide B,13ml per litre
1707,3409,2024/04/30 00:00:00,Cutworms,Pesticide B,11ml per litre
1708,3410,2024/07/11 00:00:00,Aphids,Neem Oil,12ml per litre
1709,3411,2024/10/03 00:00:00,Weevils,Pesticide A,11ml per litre
1710,3416,2023/11/04 00:00:00,Weevils,Insecticide Z,8ml per litre
1711,3417,2024/04/26 00:00:00,Weevils,Pesticide B,18ml per litre
1712,3418,2023/10/17 00:00:00,Armyworm,Neem Oil,8ml per litre
1713,3422,2024/05/04 00:00:00,Weevils,Neem Oil,14ml per litre
1714,3423,2025/01/31 00:00:00,Armyworm,Pesticide B,6ml per litre
1715,3425,2023/09/21 00:00:00,Weevils,Insecticide Z,7ml per litre
1716,3426,2024/07/17 00:00:00,Aphids,Insecticide Z,11ml per litre
1717,3427,2024/07/07 00:00:00,Cutworms,Pesticide A,8ml per litre
1718,3428,2023/08/30 00:00:00,Cutworms,Pesticide B,15ml per litre
1719,3429,2023/09/28 00:00:00,Aphids,Neem Oil,12ml per litre
1720,3435,2023/09/25 00:00:00,Armyworm,Neem Oil,13ml per litre
1721,3440,2023/07/04 00:00:00,Aphids,Pesticide A,18ml per litre
1722,3446,2023/09/04 00:00:00,Weevils,Pesticide A,10ml per litre
1723,3452,2023/06/07 00:00:00,Armyworm,Insecticide Z,18ml per litre
1724,3453,2024/01/29 00:00:00,Cutworms,Pesticide A,13ml per litre
1725,3454,2023/02/17 00:00:00,Armyworm,Pesticide B,14ml per litre
1726,3455,2023/06/04 00:00:00,Aphids,Pesticide B,9ml per litre
1727,3458,2023/12/29 00:00:00,Armyworm,Insecticide Z,19ml per litre
1728,3460,2024/01/15 00:00:00,Aphids,Pesticide A,15ml per litre
1729,3461,2024/01/08 00:00:00,Cutworms,Pesticide B,8ml per litre
1730,3465,2024/01/12 00:00:00,Weevils,Neem Oil,7ml per litre
1731,3466,2024/04/30 00:00:00,Armyworm,Pesticide B,9ml per litre
1732,3470,2023/11/14 00:00:00,Armyworm,Neem Oil,12ml per litre
1733,3471,2024/08/26 00:00:00,Weevils,Neem Oil,12ml per litre
1734,3473,2023/04/25 00:00:00,Armyworm,Pesticide A,19ml per litre
1735,3474,2024/09/14 00:00:00,Weevils,Pesticide A,8ml per litre
1736,3475,2023/07/24 00:00:00,Cutworms,Insecticide Z,8ml per litre
1737,3477,2024/11/16 00:00:00,Cutworms,Pesticide A,19ml per litre
1738,3479,2024/05/06 00:00:00,Aphids,Pesticide B,14ml per litre
1739,3480,2023/12/29 00:00:00,Armyworm,Pesticide B,19ml per litre
1740,3482,2024/03/18 00:00:00,Aphids,Pesticide B,8ml per litre
1741,3484,2024/04/15 00:00:00,Armyworm,Insecticide Z,17ml per litre
1742,3485,2024/11/04 00:00:00,Weevils,Insecticide Z,9ml per litre
1743,3486,2024/07/28 00:00:00,Weevils,Insecticide Z,9ml per litre
1744,3492,2024/01/11 00:00:00,Weevils,Neem Oil,13ml per litre
1745,3493,2024/10/29 00:00:00,Aphids,Pesticide A,16ml per litre
1746,3495,2024/01/09 00:00:00,Armyworm,Insecticide Z,13ml per litre
1747,3496,2023/04/14 00:00:00,Weevils,Pesticide A,7ml per litre
1748,3498,2024/04/18 00:00:00,Armyworm,Pesticide B,10ml per litre
1749,3499,2024/07/21 00:00:00,Aphids,Insecticide Z,16ml per litre
1750,3502,2023/03/05 00:00:00,Cutworms,Insecticide Z,10ml per litre
1751,3503,2024/12/11 00:00:00,Weevils,Insecticide Z,5ml per litre
1752,3506,2023/08/21 00:00:00,Aphids,Neem Oil,17ml per litre
1753,3508,2023/05/12 00:00:00,Weevils,Pesticide A,7ml per litre
1754,3509,2023/07/18 00:00:00,Aphids,Neem Oil,5ml per litre
1755,3510,2024/05/30 00:00:00,Aphids,Pesticide B,11ml per litre
1756,3512,2024/12/03 00:00:00,Weevils,Neem Oil,17ml per litre
1757,3513,2024/08/26 00:00:00,Armyworm,Neem Oil,17ml per litre
1758,3515,2023/09/15 00:00:00,Cutworms,Insecticide Z,10ml per litre
1759,3517,2024/09/12 00:00:00,Cutworms,Pesticide A,13ml per litre
1760,3518,2024/12/06 00:00:00,Cutworms,Pesticide A,9ml per litre
1761,3519,2023/06/21 00:00:00,Aphids,Insecticide Z,18ml per litre
1762,3521,2024/04/03 00:00:00,Armyworm,Insecticide Z,7ml per litre
1763,3523,2024/11/08 00:00:00,Cutworms,Neem Oil,10ml per litre
1764,3526,2024/12/08 00:00:00,Aphids,Pesticide B,11ml per litre
1765,3529,2024/04/07 00:00:00,Weevils,Pesticide B,14ml per litre
1766,3531,2024/01/03 00:00:00,Aphids,Pesticide B,14ml per litre
1767,3532,2024/05/01 00:00:00,Cutworms,Insecticide Z,15ml per litre
1768,3537,2024/11/16 00:00:00,Armyworm,Insecticide Z,9ml per litre
1769,3538,2023/04/12 00:00:00,Armyworm,Pesticide B,16ml per litre
1770,3540,2023/06/12 00:00:00,Weevils,Pesticide B,13ml per litre
1771,3542,2024/10/17 00:00:00,Aphids,Neem Oil,5ml per litre
1772,3545,2023/07/29 00:00:00,Weevils,Neem Oil,17ml per litre
1773,3547,2024/06/19 00:00:00,Armyworm,Pesticide A,11ml per litre
1774,3549,2023/12/29 00:00:00,Weevils,Neem Oil,19ml per litre
1775,3553,2023/09/09 00:00:00,Aphids,Pesticide B,10ml per litre
1776,3555,2023/12/30 00:00:00,Aphids,Pesticide A,15ml per litre
1777,3556,2024/01/11 00:00:00,Aphids,Pesticide A,16ml per litre
1778,3557,2024/11/11 00:00:00,Cutworms,Pesticide B,19ml per litre
1779,3560,2023/05/03 00:00:00,Aphids,Pesticide A,6ml per litre
1780,3561,2024/04/02 00:00:00,Aphids,Pesticide B,18ml per litre
1781,3562,2025/01/30 00:00:00,Weevils,Pesticide B,12ml per litre
1782,3564,2023/04/20 00:00:00,Armyworm,Insecticide Z,7ml per litre
1783,3566,2024/07/07 00:00:00,Armyworm,Insecticide Z,8ml per litre
1784,3567,2025/01/02 00:00:00,Cutworms,Insecticide Z,10ml per litre
1785,3569,2024/06/26 00:00:00,Aphids,Pesticide A,9ml per litre
1786,3570,2024/12/08 00:00:00,Cutworms,Insecticide Z,11ml per litre
1787,3571,2023/10/27 00:00:00,Armyworm,Pesticide A,11ml per litre
1788,3575,2023/12/26 00:00:00,Cutworms,Pesticide A,7ml per litre
1789,3576,2024/02/29 00:00:00,Cutworms,Pesticide A,16ml per litre
1790,3577,2024/05/21 00:00:00,Cutworms,Pesticide A,13ml per litre
1791,3580,2024/11/05 00:00:00,Aphids,Pesticide A,5ml per litre
1792,3581,2023/08/10 00:00:00,Aphids,Insecticide Z,7ml per litre
1793,3582,2023/04/24 00:00:00,Weevils,Insecticide Z,10ml per litre
1794,3583,2024/05/20 00:00:00,Aphids,Neem Oil,13ml per litre
1795,3584,2024/02/10 00:00:00,Armyworm,Pesticide A,15ml per litre
1796,3586,2023/04/09 00:00:00,Armyworm,Insecticide Z,14ml per litre
1797,3587,2023/03/21 00:00:00,Aphids,Insecticide Z,19ml per litre
1798,3588,2024/01/01 00:00:00,Cutworms,Insecticide Z,13ml per litre
1799,3589,2023/11/16 00:00:00,Armyworm,Pesticide A,12ml per litre
1800,3591,2023/10/08 00:00:00,Aphids,Insecticide Z,19ml per litre
1801,3592,2025/02/10 00:00:00,Armyworm,Pesticide A,5ml per litre
1802,3593,2023/09/20 00:00:00,Cutworms,Insecticide Z,8ml per litre
1803,3594,2023/09/29 00:00:00,Armyworm,Pesticide A,18ml per litre
1804,3595,2024/04/18 00:00:00,Armyworm,Neem Oil,18ml per litre
1805,3597,2025/02/07 00:00:00,Cutworms,Pesticide B,5ml per litre
1806,3600,2024/05/11 00:00:00,Armyworm,Pesticide A,6ml per litre
1807,3601,2023/10/04 00:00:00,Armyworm,Neem Oil,16ml per litre
1808,3602,2024/10/24 00:00:00,Armyworm,Pesticide A,5ml per litre
1809,3606,2024/12/23 00:00:00,Cutworms,Insecticide Z,19ml per litre
1810,3607,2024/03/11 00:00:00,Weevils,Neem Oil,9ml per litre
1811,3608,2023/02/19 00:00:00,Weevils,Insecticide Z,19ml per litre
1812,3610,2023/07/23 00:00:00,Weevils,Neem Oil,18ml per litre
1813,3611,2023/06/13 00:00:00,Cutworms,Insecticide Z,8ml per litre
1814,3612,2025/01/01 00:00:00,Cutworms,Pesticide B,14ml per litre
1815,3613,2024/07/18 00:00:00,Weevils,Pesticide A,19ml per litre
1816,3614,2024/10/06 00:00:00,Weevils,Neem Oil,17ml per litre
1817,3618,2024/01/19 00:00:00,Aphids,Insecticide Z,18ml per litre
1818,3619,2024/12/01 00:00:00,Weevils,Neem Oil,11ml per litre
1819,3622,2023/02/22 00:00:00,Weevils,Neem Oil,11ml per litre
1820,3623,2023/06/18 00:00:00,Aphids,Neem Oil,6ml per litre
1821,3625,2023/05/03 00:00:00,Weevils,Neem Oil,14ml per litre
1822,3628,2024/07/23 00:00:00,Cutworms,Insecticide Z,19ml per litre
1823,3631,2024/12/11 00:00:00,Cutworms,Pesticide A,16ml per litre
1824,3634,2023/06/10 00:00:00,Armyworm,Neem Oil,10ml per litre
1825,3638,2025/02/01 00:00:00,Cutworms,Pesticide B,16ml per litre
1826,3641,2023/04/27 00:00:00,Cutworms,Neem Oil,10ml per litre
1827,3642,2023/10/21 00:00:00,Armyworm,Neem Oil,6ml per litre
1828,3643,2024/06/19 00:00:00,Weevils,Neem Oil,14ml per litre
1829,3645,2024/07/18 00:00:00,Weevils,Pesticide A,19ml per litre
1830,3646,2024/03/26 00:00:00,Aphids,Pesticide A,7ml per litre
1831,3647,2023/07/15 00:00:00,Weevils,Pesticide B,11ml per litre
1832,3649,2023/05/24 00:00:00,Weevils,Pesticide B,11ml per litre
1833,3651,2023/05/04 00:00:00,Weevils,Pesticide B,15ml per litre
1834,3653,2024/06/15 00:00:00,Aphids,Neem Oil,7ml per litre
1835,3654,2024/09/04 00:00:00,Armyworm,Insecticide Z,5ml per litre
1836,3662,2024/06/26 00:00:00,Armyworm,Neem Oil,12ml per litre
1837,3663,2024/12/29 00:00:00,Cutworms,Pesticide A,15ml per litre
1838,3664,2024/06/28 00:00:00,Armyworm,Pesticide B,12ml per litre
1839,3665,2024/06/22 00:00:00,Cutworms,Neem Oil,19ml per litre
1840,3666,2024/04/01 00:00:00,Aphids,Pesticide B,19ml per litre
1841,3668,2023/12/18 00:00:00,Cutworms,Pesticide B,5ml per litre
1842,3669,2024/06/25 00:00:00,Cutworms,Pesticide A,17ml per litre
1843,3671,2024/05/09 00:00:00,Aphids,Neem Oil,19ml per litre
1844,3672,2024/07/27 00:00:00,Aphids,Pesticide A,12ml per litre
1845,3673,2023/09/19 00:00:00,Armyworm,Pesticide B,17ml per litre
1846,3674,2024/11/26 00:00:00,Aphids,Pesticide A,13ml per litre
1847,3675,2024/12/28 00:00:00,Aphids,Neem Oil,6ml per litre
1848,3676,2025/02/12 00:00:00,Cutworms,Insecticide Z,17ml per litre
1849,3677,2024/03/23 00:00:00,Cutworms,Neem Oil,16ml per litre
1850,3681,2024/09/20 00:00:00,Aphids,Pesticide B,18ml per litre
1851,3682,2024/03/26 00:00:00,Cutworms,Pesticide B,17ml per litre
1852,3687,2023/04/01 00:00:00,Armyworm,Pesticide A,5ml per litre
1853,3688,2024/05/25 00:00:00,Aphids,Pesticide A,10ml per litre
1854,3691,2023/05/07 00:00:00,Weevils,Neem Oil,15ml per litre
1855,3694,2023/10/19 00:00:00,Armyworm,Neem Oil,13ml per litre
1856,3695,2024/06/26 00:00:00,Armyworm,Pesticide B,14ml per litre
1857,3698,2023/08/20 00:00:00,Armyworm,Pesticide B,11ml per litre
1858,3700,2023/11/11 00:00:00,Weevils,Neem Oil,18ml per litre
1859,3701,2025/01/07 00:00:00,Weevils,Neem Oil,7ml per litre
1860,3702,2024/02/01 00:00:00,Cutworms,Pesticide A,16ml per litre
1861,3703,2024/08/30 00:00:00,Aphids,Pesticide B,15ml per litre
1862,3704,2023/02/25 00:00:00,Weevils,Pesticide A,7ml per litre
1863,3707,2023/11/14 00:00:00,Weevils,Pesticide B,6ml per litre
1864,3708,2023/07/10 00:00:00,Aphids,Pesticide A,12ml per litre
1865,3711,2023/07/14 00:00:00,Cutworms,Pesticide A,5ml per litre
1866,3712,2023/11/18 00:00:00,Weevils,Insecticide Z,15ml per litre
1867,3716,2023/09/19 00:00:00,Armyworm,Pesticide A,13ml per litre
1868,3717,2023/12/08 00:00:00,Cutworms,Neem Oil,16ml per litre
1869,3719,2025/01/06 00:00:00,Cutworms,Pesticide A,9ml per litre
1870,3721,2023/04/09 00:00:00,Aphids,Insecticide Z,13ml per litre
1871,3722,2024/12/09 00:00:00,Armyworm,Insecticide Z,13ml per litre
1872,3727,2024/01/11 00:00:00,Aphids,Pesticide A,18ml per litre
1873,3728,2024/07/22 00:00:00,Armyworm,Neem Oil,15ml per litre
1874,3729,2023/01/29 00:00:00,Aphids,Pesticide A,9ml per litre
1875,3732,2024/09/22 00:00:00,Weevils,Insecticide Z,17ml per litre
1876,3733,2023/09/28 00:00:00,Armyworm,Insecticide Z,8ml per litre
1877,3734,2023/12/14 00:00:00,Aphids,Pesticide A,7ml per litre
1878,3735,2023/07/16 00:00:00,Cutworms,Pesticide A,17ml per litre
1879,3743,2025/01/13 00:00:00,Cutworms,Pesticide A,5ml per litre
1880,3744,2023/12/17 00:00:00,Weevils,Neem Oil,8ml per litre
1881,3746,2024/07/23 00:00:00,Cutworms,Insecticide Z,6ml per litre
1882,3747,2023/04/26 00:00:00,Cutworms,Neem Oil,15ml per litre
1883,3748,2023/03/22 00:00:00,Cutworms,Pesticide B,5ml per litre
1884,3750,2024/06/09 00:00:00,Aphids,Insecticide Z,16ml per litre
1885,3752,2024/04/29 00:00:00,Aphids,Pesticide A,7ml per litre
1886,3753,2024/04/28 00:00:00,Cutworms,Pesticide A,11ml per litre
1887,3756,2024/10/14 00:00:00,Armyworm,Neem Oil,6ml per litre
1888,3757,2023/09/28 00:00:00,Cutworms,Insecticide Z,16ml per litre
1889,3759,2023/02/25 00:00:00,Cutworms,Insecticide Z,8ml per litre
1890,3761,2024/03/29 00:00:00,Armyworm,Pesticide B,11ml per litre
1891,3764,2024/12/15 00:00:00,Armyworm,Pesticide B,12ml per litre
1892,3765,2024/08/18 00:00:00,Aphids,Pesticide B,7ml per litre
1893,3766,2023/10/14 00:00:00,Aphids,Insecticide Z,8ml per litre
1894,3771,2024/08/24 00:00:00,Armyworm,Insecticide Z,13ml per litre
1895,3772,2024/05/21 00:00:00,Cutworms,Neem Oil,19ml per litre
1896,3774,2023/05/16 00:00:00,Armyworm,Pesticide B,18ml per litre
1897,3785,2024/03/29 00:00:00,Aphids,Pesticide B,6ml per litre
1898,3790,2023/06/13 00:00:00,Aphids,Insecticide Z,14ml per litre
1899,3791,2023/11/08 00:00:00,Weevils,Pesticide B,10ml per litre
1900,3794,2024/05/20 00:00:00,Weevils,Pesticide A,5ml per litre
1901,3795,2024/03/10 00:00:00,Armyworm,Pesticide B,6ml per litre
1902,3797,2023/11/30 00:00:00,Aphids,Insecticide Z,13ml per litre
1903,3799,2024/08/04 00:00:00,Weevils,Pesticide B,6ml per litre
1904,3800,2024/01/30 00:00:00,Weevils,Pesticide B,15ml per litre
1905,3801,2023/09/10 00:00:00,Armyworm,Insecticide Z,17ml per litre
1906,3802,2023/06/17 00:00:00,Cutworms,Neem Oil,7ml per litre
1907,3806,2024/01/02 00:00:00,Weevils,Neem Oil,7ml per litre
1908,3810,2023/11/04 00:00:00,Armyworm,Pesticide B,13ml per litre
1909,3812,2023/12/21 00:00:00,Aphids,Pesticide B,8ml per litre
1910,3813,2023/12/28 00:00:00,Cutworms,Pesticide B,6ml per litre
1911,3816,2025/01/19 00:00:00,Cutworms,Pesticide B,10ml per litre
1912,3818,2024/03/28 00:00:00,Weevils,Neem Oil,7ml per litre
1913,3819,2024/07/13 00:00:00,Cutworms,Pesticide A,9ml per litre
1914,3820,2024/07/09 00:00:00,Weevils,Pesticide B,8ml per litre
1915,3823,2023/07/16 00:00:00,Cutworms,Insecticide Z,11ml per litre
1916,3827,2025/01/05 00:00:00,Weevils,Pesticide B,16ml per litre
1917,3828,2024/02/25 00:00:00,Armyworm,Pesticide A,14ml per litre
1918,3830,2023/08/19 00:00:00,Cutworms,Pesticide B,5ml per litre
1919,3831,2024/12/13 00:00:00,Cutworms,Insecticide Z,9ml per litre
1920,3833,2023/02/09 00:00:00,Armyworm,Pesticide B,5ml per litre
1921,3834,2023/06/14 00:00:00,Armyworm,Pesticide B,19ml per litre
1922,3835,2023/03/13 00:00:00,Armyworm,Pesticide B,14ml per litre
1923,3838,2024/04/28 00:00:00,Weevils,Neem Oil,16ml per litre
1924,3840,2023/08/04 00:00:00,Weevils,Pesticide A,15ml per litre
1925,3842,2023/04/01 00:00:00,Aphids,Pesticide A,12ml per litre
1926,3843,2024/08/03 00:00:00,Weevils,Pesticide B,14ml per litre
1927,3844,2024/08/12 00:00:00,Cutworms,Pesticide B,9ml per litre
1928,3845,2024/05/22 00:00:00,Armyworm,Insecticide Z,10ml per litre
1929,3846,2023/10/06 00:00:00,Aphids,Neem Oil,11ml per litre
1930,3847,2024/12/09 00:00:00,Aphids,Neem Oil,8ml per litre
1931,3849,2023/06/29 00:00:00,Armyworm,Pesticide B,8ml per litre
1932,3852,2024/04/18 00:00:00,Weevils,Pesticide A,17ml per litre
1933,3853,2023/09/25 00:00:00,Aphids,Insecticide Z,11ml per litre
1934,3854,2023/03/13 00:00:00,Armyworm,Neem Oil,7ml per litre
1935,3856,2023/04/17 00:00:00,Cutworms,Neem Oil,14ml per litre
1936,3857,2023/06/10 00:00:00,Cutworms,Pesticide B,7ml per litre
1937,3859,2023/04/21 00:00:00,Armyworm,Insecticide Z,5ml per litre
1938,3861,2024/01/04 00:00:00,Weevils,Pesticide B,10ml per litre
1939,3864,2024/03/15 00:00:00,Cutworms,Neem Oil,11ml per litre
1940,3866,2023/04/16 00:00:00,Cutworms,Neem Oil,16ml per litre
1941,3867,2024/04/17 00:00:00,Weevils,Neem Oil,19ml per litre
1942,3868,2023/03/01 00:00:00,Cutworms,Neem Oil,12ml per litre
1943,3870,2024/03/22 00:00:00,Cutworms,Neem Oil,13ml per litre
1944,3871,2024/05/25 00:00:00,Armyworm,Insecticide Z,7ml per litre
1945,3874,2024/01/22 00:00:00,Armyworm,Insecticide Z,6ml per litre
1946,3875,2023/08/06 00:00:00,Weevils,Insecticide Z,6ml per litre
1947,3876,2024/08/13 00:00:00,Armyworm,Neem Oil,19ml per litre
1948,3877,2023/05/23 00:00:00,Weevils,Neem Oil,16ml per litre
1949,3878,2023/08/31 00:00:00,Cutworms,Pesticide A,6ml per litre
1950,3879,2023/09/24 00:00:00,Aphids,Neem Oil,11ml per litre
1951,3880,2023/09/03 00:00:00,Weevils,Pesticide B,7ml per litre
1952,3882,2025/01/07 00:00:00,Armyworm,Insecticide Z,10ml per litre
1953,3883,2023/03/10 00:00:00,Armyworm,Insecticide Z,12ml per litre
1954,3885,2025/01/26 00:00:00,Cutworms,Insecticide Z,5ml per litre
1955,3886,2024/04/16 00:00:00,Cutworms,Insecticide Z,16ml per litre
1956,3888,2023/02/27 00:00:00,Aphids,Pesticide A,10ml per litre
1957,3889,2024/11/26 00:00:00,Aphids,Pesticide B,5ml per litre
1958,3891,2024/02/26 00:00:00,Cutworms,Neem Oil,18ml per litre
1959,3894,2024/01/08 00:00:00,Aphids,Neem Oil,11ml per litre
1960,3895,2023/02/01 00:00:00,Weevils,Neem Oil,13ml per litre
1961,3898,2024/05/08 00:00:00,Armyworm,Neem Oil,19ml per litre
1962,3900,2023/04/07 00:00:00,Aphids,Neem Oil,19ml per litre
1963,3901,2023/03/03 00:00:00,Armyworm,Pesticide B,6ml per litre
1964,3902,2024/05/25 00:00:00,Armyworm,Neem Oil,18ml per litre
1965,3903,2024/01/15 00:00:00,Cutworms,Insecticide Z,7ml per litre
1966,3904,2023/10/07 00:00:00,Weevils,Pesticide B,5ml per litre
1967,3905,2023/08/28 00:00:00,Weevils,Pesticide B,6ml per litre
1968,3908,2023/09/18 00:00:00,Aphids,Pesticide A,18ml per litre
1969,3914,2023/08/20 00:00:00,Aphids,Pesticide B,6ml per litre
1970,3916,2024/01/01 00:00:00,Armyworm,Insecticide Z,14ml per litre
1971,3917,2024/10/19 00:00:00,Cutworms,Pesticide B,16ml per litre
1972,3918,2024/04/18 00:00:00,Weevils,Pesticide B,17ml per litre
1973,3920,2023/10/14 00:00:00,Armyworm,Insecticide Z,10ml per litre
1974,3921,2024/11/22 00:00:00,Weevils,Pesticide A,12ml per litre
1975,3922,2024/02/26 00:00:00,Cutworms,Insecticide Z,9ml per litre
1976,3923,2023/11/02 00:00:00,Armyworm,Pesticide B,11ml per litre
1977,3924,2024/11/20 00:00:00,Cutworms,Insecticide Z,10ml per litre
